datetime,season,holiday,workingday,weather,temp,atemp,count
2011-04-02 14:00,2,0,0,3,13.12,15.15,190
2011-04-02 15:00,2,0,0,3,13.94,15.15,136
2011-04-02 16:00,2,0,0,1,15.58,19.695,196
2011-04-02 17:00,2,0,0,1,15.58,19.695,184
2011-04-02 18:00,2,0,0,1,15.58,19.695,179
2011-04-02 19:00,2,0,0,1,14.76,16.665,148
2011-04-02 20:00,2,0,0,1,13.94,15.91,85
2011-04-02 21:00,2,0,0,1,13.12,15.15,77
2011-04-02 22:00,2,0,0,1,13.12,15.15,55
2011-04-02 23:00,2,0,0,1,13.12,15.91,53
2011-04-03 0:00,2,0,0,1,12.3,14.395,39
2011-04-03 1:00,2,0,0,1,12.3,15.91,34
2011-04-03 2:00,2,0,0,1,10.66,13.635,24
2011-04-03 3:00,2,0,0,1,12.3,16.665,11
2011-04-03 4:00,2,0,0,1,11.48,15.15,3
2011-04-03 5:00,2,0,0,1,11.48,13.635,5
2011-04-03 6:00,2,0,0,1,11.48,13.635,33
2011-04-03 7:00,2,0,0,1,13.12,15.15,33
2011-04-03 8:00,2,0,0,1,13.94,16.665,62
2011-04-03 9:00,2,0,0,1,14.76,15.91,142
2011-04-03 10:00,2,0,0,1,16.4,20.455,215
2011-04-03 11:00,2,0,0,1,17.22,21.21,243
2011-04-03 12:00,2,0,0,1,18.04,21.97,313
2011-04-03 13:00,2,0,0,1,18.04,21.97,367
2011-04-03 14:00,2,0,0,1,18.86,22.725,349
2011-04-03 15:00,2,0,0,2,18.86,22.725,292
2011-04-03 16:00,2,0,0,2,18.86,22.725,303
2011-04-03 17:00,2,0,0,2,18.86,22.725,274
2011-04-03 18:00,2,0,0,2,18.86,22.725,172
2011-04-03 19:00,2,0,0,2,17.22,21.21,144
2011-04-03 20:00,2,0,0,3,17.22,21.21,79
2011-04-03 21:00,2,0,0,2,17.22,21.21,45
2011-04-03 22:00,2,0,0,1,16.4,20.455,36
2011-04-03 23:00,2,0,0,1,16.4,20.455,31
2011-04-04 0:00,2,0,1,1,16.4,20.455,6
2011-04-04 1:00,2,0,1,1,16.4,20.455,11
2011-04-04 2:00,2,0,1,1,15.58,19.695,2
2011-04-04 3:00,2,0,1,1,15.58,19.695,1
2011-04-04 4:00,2,0,1,1,15.58,19.695,2
2011-04-04 5:00,2,0,1,1,16.4,20.455,7
2011-04-04 6:00,2,0,1,1,17.22,21.21,46
2011-04-04 7:00,2,0,1,2,18.04,21.97,157
2011-04-04 8:00,2,0,1,2,18.86,22.725,339
2011-04-04 9:00,2,0,1,2,20.5,24.24,158
2011-04-04 10:00,2,0,1,2,22.14,25.76,90
2011-04-04 11:00,2,0,1,1,24.6,31.06,124
2011-04-04 12:00,2,0,1,1,26.24,31.06,157
2011-04-04 13:00,2,0,1,1,27.88,31.82,139
2011-04-04 14:00,2,0,1,2,30.34,32.575,123
2011-04-04 15:00,2,0,1,1,31.16,33.335,143
2011-04-04 16:00,2,0,1,1,31.16,32.575,189
2011-04-04 17:00,2,0,1,1,30.34,32.575,366
2011-04-04 18:00,2,0,1,2,29.52,31.82,386
2011-04-04 19:00,2,0,1,1,28.7,31.82,278
2011-04-04 20:00,2,0,1,2,28.7,31.82,173
2011-04-04 21:00,2,0,1,2,28.7,31.82,95
2011-04-04 22:00,2,0,1,2,27.88,31.82,75
2011-04-04 23:00,2,0,1,2,26.24,31.06,48
2011-04-05 0:00,2,0,1,1,25.42,31.06,22
2011-04-05 1:00,2,0,1,3,25.42,31.06,15
2011-04-05 2:00,2,0,1,2,22.14,25.76,5
2011-04-05 3:00,2,0,1,2,22.14,25.76,4
2011-04-05 4:00,2,0,1,3,20.5,24.24,2
2011-04-05 5:00,2,0,1,3,18.86,22.725,5
2011-04-05 6:00,2,0,1,2,19.68,23.485,38
2011-04-05 7:00,2,0,1,2,19.68,23.485,134
2011-04-05 8:00,2,0,1,3,15.58,19.695,157
2011-04-05 9:00,2,0,1,3,14.76,15.91,46
2011-04-05 10:00,2,0,1,3,13.94,15.15,28
2011-04-05 11:00,2,0,1,3,13.12,14.395,19
2011-04-05 12:00,2,0,1,2,13.94,15.15,38
2011-04-05 13:00,2,0,1,2,14.76,16.665,56
2011-04-05 14:00,2,0,1,2,14.76,15.91,76
2011-04-05 15:00,2,0,1,1,16.4,20.455,68
2011-04-05 16:00,2,0,1,1,15.58,19.695,130
2011-04-05 17:00,2,0,1,1,17.22,21.21,273
2011-04-05 18:00,2,0,1,1,15.58,19.695,267
2011-04-05 19:00,2,0,1,1,14.76,16.665,160
2011-04-05 20:00,2,0,1,1,13.94,15.91,91
2011-04-05 21:00,2,0,1,1,13.94,14.395,89
2011-04-05 22:00,2,0,1,1,13.12,15.15,46
2011-04-05 23:00,2,0,1,1,12.3,14.395,26
2011-04-06 0:00,2,0,1,1,12.3,15.91,15
2011-04-06 1:00,2,0,1,1,10.66,13.635,2
2011-04-06 2:00,2,0,1,1,9.84,12.12,5
2011-04-06 3:00,2,0,1,1,10.66,13.635,4
2011-04-06 4:00,2,0,1,1,9.84,12.12,1
2011-04-06 5:00,2,0,1,1,9.84,12.88,13
2011-04-06 6:00,2,0,1,1,9.84,12.88,56
2011-04-06 7:00,2,0,1,1,10.66,13.635,133
2011-04-06 8:00,2,0,1,1,13.12,15.15,325
2011-04-06 9:00,2,0,1,1,14.76,16.665,165
2011-04-06 10:00,2,0,1,1,16.4,20.455,69
2011-04-06 11:00,2,0,1,1,17.22,21.21,93
2011-04-06 12:00,2,0,1,1,18.04,21.97,134
2011-04-06 13:00,2,0,1,1,18.86,22.725,112
2011-04-06 14:00,2,0,1,1,20.5,24.24,115
2011-04-06 15:00,2,0,1,1,21.32,25,117
2011-04-06 16:00,2,0,1,1,22.14,25.76,169
2011-04-06 17:00,2,0,1,1,21.32,25,356
2011-04-06 18:00,2,0,1,1,21.32,25,325
2011-04-06 19:00,2,0,1,1,20.5,24.24,232
2011-04-06 20:00,2,0,1,1,18.86,22.725,141
2011-04-06 21:00,2,0,1,1,18.86,22.725,102
2011-04-06 22:00,2,0,1,1,18.86,22.725,84
2011-04-06 23:00,2,0,1,1,18.86,22.725,40
2011-04-07 0:00,2,0,1,1,18.86,22.725,20
2011-04-07 1:00,2,0,1,1,17.22,21.21,13
2011-04-07 2:00,2,0,1,1,17.22,21.21,7
2011-04-07 3:00,2,0,1,1,14.76,17.425,3
2011-04-07 4:00,2,0,1,1,13.94,16.665,1
2011-04-07 5:00,2,0,1,1,13.94,15.91,6
2011-04-07 6:00,2,0,1,1,13.12,15.15,64
2011-04-07 7:00,2,0,1,2,13.94,16.665,160
2011-04-07 8:00,2,0,1,1,14.76,17.425,314
2011-04-07 9:00,2,0,1,2,16.4,20.455,170
2011-04-07 10:00,2,0,1,2,17.22,21.21,95
2011-04-07 11:00,2,0,1,2,18.86,22.725,122
2011-04-07 12:00,2,0,1,2,18.86,22.725,153
2011-04-07 13:00,2,0,1,2,21.32,25,135
2011-04-07 14:00,2,0,1,1,22.96,26.515,157
2011-04-07 15:00,2,0,1,1,24.6,31.06,160
2011-04-07 16:00,2,0,1,1,24.6,31.06,213
2011-04-07 17:00,2,0,1,1,21.32,25,343
2011-04-07 18:00,2,0,1,1,19.68,23.485,333
2011-04-07 19:00,2,0,1,1,18.86,22.725,226
2011-04-07 20:00,2,0,1,1,18.04,21.97,203
2011-04-07 21:00,2,0,1,2,18.04,21.97,108
2011-04-07 22:00,2,0,1,2,16.4,20.455,81
2011-04-07 23:00,2,0,1,1,15.58,19.695,54
2011-04-08 0:00,2,0,1,2,14.76,17.425,25
2011-04-08 1:00,2,0,1,2,13.94,16.665,9
2011-04-08 2:00,2,0,1,3,13.94,16.665,13
2011-04-08 3:00,2,0,1,3,13.94,16.665,1
2011-04-08 4:00,2,0,1,2,13.94,16.665,1
2011-04-08 5:00,2,0,1,2,13.12,15.91,9
2011-04-08 6:00,2,0,1,2,13.94,18.18,35
2011-04-08 7:00,2,0,1,3,13.94,16.665,113
2011-04-08 8:00,2,0,1,3,13.94,16.665,221
2011-04-08 9:00,2,0,1,2,14.76,17.425,185
2011-04-08 10:00,2,0,1,2,14.76,16.665,73
2011-04-08 11:00,2,0,1,2,16.4,20.455,98
2011-04-08 12:00,2,0,1,3,15.58,19.695,80
2011-04-08 13:00,2,0,1,3,14.76,16.665,42
2011-04-08 14:00,2,0,1,3,13.94,15.91,15
2011-04-08 15:00,2,0,1,3,13.94,15.91,25
2011-04-08 16:00,2,0,1,2,13.12,15.15,60
2011-04-08 17:00,2,0,1,3,13.12,15.15,148
2011-04-08 18:00,2,0,1,3,13.12,15.15,62
2011-04-08 19:00,2,0,1,3,12.3,13.635,53
2011-04-08 20:00,2,0,1,2,12.3,13.635,63
2011-04-08 21:00,2,0,1,2,12.3,14.395,54
2011-04-08 22:00,2,0,1,2,12.3,13.635,51
2011-04-08 23:00,2,0,1,2,12.3,14.395,35
2011-04-09 0:00,2,0,0,2,12.3,14.395,31
2011-04-09 1:00,2,0,0,2,12.3,15.15,20
2011-04-09 2:00,2,0,0,2,13.12,15.15,17
2011-04-09 3:00,2,0,0,3,12.3,14.395,14
2011-04-09 4:00,2,0,0,3,12.3,13.635,3
2011-04-09 5:00,2,0,0,2,12.3,14.395,5
2011-04-09 6:00,2,0,0,2,12.3,14.395,13
2011-04-09 7:00,2,0,0,2,12.3,15.15,21
2011-04-09 8:00,2,0,0,2,13.12,15.15,54
2011-04-09 9:00,2,0,0,2,13.94,17.425,98
2011-04-09 10:00,2,0,0,2,13.94,16.665,133
2011-04-09 11:00,2,0,0,2,14.76,18.18,142
2011-04-09 12:00,2,0,0,2,14.76,17.425,202
2011-04-09 13:00,2,0,0,2,14.76,18.94,222
2011-04-09 14:00,2,0,0,2,14.76,17.425,212
2011-04-09 15:00,2,0,0,2,14.76,18.94,201
2011-04-09 16:00,2,0,0,2,15.58,19.695,191
2011-04-09 17:00,2,0,0,2,15.58,19.695,257
2011-04-09 18:00,2,0,0,2,15.58,19.695,177
2011-04-09 19:00,2,0,0,2,15.58,19.695,130
2011-04-09 20:00,2,0,0,2,15.58,19.695,93
2011-04-09 21:00,2,0,0,2,14.76,17.425,75
2011-04-09 22:00,2,0,0,2,14.76,17.425,87
2011-04-09 23:00,2,0,0,2,15.58,19.695,57
2011-04-10 0:00,2,0,0,2,15.58,19.695,53
2011-04-10 1:00,2,0,0,2,15.58,19.695,37
2011-04-10 2:00,2,0,0,2,15.58,19.695,36
2011-04-10 3:00,2,0,0,2,15.58,19.695,16
2011-04-10 4:00,2,0,0,2,14.76,18.18,5
2011-04-10 5:00,2,0,0,2,14.76,18.18,4
2011-04-10 6:00,2,0,0,2,14.76,18.18,4
2011-04-10 7:00,2,0,0,2,14.76,18.18,10
2011-04-10 8:00,2,0,0,2,15.58,19.695,55
2011-04-10 9:00,2,0,0,2,15.58,19.695,81
2011-04-10 10:00,2,0,0,2,16.4,20.455,150
2011-04-10 11:00,2,0,0,2,16.4,20.455,202
2011-04-10 12:00,2,0,0,2,17.22,21.21,230
2011-04-10 13:00,2,0,0,1,18.86,22.725,263
2011-04-10 14:00,2,0,0,1,20.5,24.24,281
2011-04-10 15:00,2,0,0,1,20.5,24.24,297
2011-04-10 16:00,2,0,0,2,21.32,25,288
2011-04-10 17:00,2,0,0,2,21.32,25,236
2011-04-10 18:00,2,0,0,1,20.5,24.24,240
2011-04-10 19:00,2,0,0,1,20.5,24.24,131
2011-04-10 20:00,2,0,0,1,18.86,22.725,92
2011-04-10 21:00,2,0,0,1,18.04,21.97,95
2011-04-10 22:00,2,0,0,1,18.04,21.97,57
2011-04-10 23:00,2,0,0,1,18.86,22.725,32
2011-04-11 0:00,2,0,1,1,19.68,23.485,23
2011-04-11 1:00,2,0,1,1,18.86,22.725,4
2011-04-11 2:00,2,0,1,1,18.86,22.725,9
2011-04-11 4:00,2,0,1,1,18.86,22.725,1
2011-04-11 5:00,2,0,1,1,18.86,22.725,13
2011-04-11 6:00,2,0,1,2,18.86,22.725,61
2011-04-11 7:00,2,0,1,2,20.5,24.24,176
2011-04-11 8:00,2,0,1,2,21.32,25,314
2011-04-11 9:00,2,0,1,2,22.96,26.515,165
2011-04-11 10:00,2,0,1,2,22.96,26.515,96
2011-04-11 11:00,2,0,1,2,24.6,29.545,104
2011-04-11 12:00,2,0,1,2,24.6,29.545,134
2011-04-11 13:00,2,0,1,2,26.24,30.305,139
2011-04-11 14:00,2,0,1,2,29.52,33.335,145
2011-04-11 15:00,2,0,1,1,30.34,33.335,141
2011-04-11 16:00,2,0,1,1,30.34,33.335,235
2011-04-11 17:00,2,0,1,1,30.34,33.335,452
2011-04-11 18:00,2,0,1,1,29.52,33.335,383
2011-04-11 19:00,2,0,1,1,29.52,33.335,284
2011-04-11 20:00,2,0,1,1,27.88,31.82,166
2011-04-11 21:00,2,0,1,1,27.06,31.06,158
2011-04-11 22:00,2,0,1,2,26.24,31.06,91
2011-04-11 23:00,2,0,1,3,23.78,27.275,54
2011-04-12 0:00,2,0,1,2,25.42,31.06,24
2011-04-12 1:00,2,0,1,2,25.42,31.06,13
2011-04-12 2:00,2,0,1,2,24.6,31.06,14
2011-04-12 3:00,2,0,1,2,23.78,27.275,1
2011-04-12 4:00,2,0,1,2,22.96,26.515,6
2011-04-12 5:00,2,0,1,2,22.14,25.76,16
2011-04-12 6:00,2,0,1,2,22.14,25.76,58
2011-04-12 7:00,2,0,1,2,22.14,25.76,189
2011-04-12 8:00,2,0,1,3,19.68,23.485,226
2011-04-12 9:00,2,0,1,3,18.86,22.725,54
2011-04-12 10:00,2,0,1,3,20.5,24.24,40
2011-04-12 11:00,2,0,1,1,21.32,25,49
2011-04-12 12:00,2,0,1,2,22.96,26.515,92
2011-04-12 13:00,2,0,1,3,22.14,25.76,106
2011-04-12 14:00,2,0,1,2,20.5,24.24,44
2011-04-12 15:00,2,0,1,2,19.68,23.485,78
2011-04-12 16:00,2,0,1,2,19.68,23.485,99
2011-04-12 17:00,2,0,1,3,18.04,21.97,291
2011-04-12 18:00,2,0,1,3,18.04,21.97,224
2011-04-12 19:00,2,0,1,2,17.22,21.21,130
2011-04-12 20:00,2,0,1,2,17.22,21.21,103
2011-04-12 21:00,2,0,1,2,17.22,21.21,84
2011-04-12 22:00,2,0,1,2,16.4,20.455,54
2011-04-12 23:00,2,0,1,2,16.4,20.455,39
2011-04-13 0:00,2,0,1,2,16.4,20.455,15
2011-04-13 1:00,2,0,1,2,16.4,20.455,1
2011-04-13 2:00,2,0,1,3,16.4,20.455,2
2011-04-13 3:00,2,0,1,3,16.4,20.455,2
2011-04-13 4:00,2,0,1,3,16.4,20.455,3
2011-04-13 5:00,2,0,1,3,15.58,19.695,5
2011-04-13 6:00,2,0,1,3,15.58,19.695,34
2011-04-13 7:00,2,0,1,3,14.76,17.425,70
2011-04-13 8:00,2,0,1,3,15.58,19.695,164
2011-04-13 9:00,2,0,1,2,15.58,19.695,65
2011-04-13 10:00,2,0,1,2,16.4,20.455,46
2011-04-13 11:00,2,0,1,2,17.22,21.21,61
2011-04-13 12:00,2,0,1,3,17.22,21.21,95
2011-04-13 13:00,2,0,1,2,18.04,21.97,61
2011-04-13 14:00,2,0,1,2,17.22,21.21,106
2011-04-13 15:00,2,0,1,2,18.04,21.97,81
2011-04-13 16:00,2,0,1,1,18.86,22.725,142
2011-04-13 17:00,2,0,1,1,18.86,22.725,309
2011-04-13 18:00,2,0,1,1,18.04,21.97,321
2011-04-13 19:00,2,0,1,1,18.04,21.97,175
2011-04-13 20:00,2,0,1,1,18.04,21.97,126
2011-04-13 21:00,2,0,1,1,17.22,21.21,117
2011-04-13 22:00,2,0,1,1,17.22,21.21,99
2011-04-13 23:00,2,0,1,1,16.4,20.455,62
2011-04-14 0:00,2,0,1,1,15.58,19.695,21
2011-04-14 1:00,2,0,1,1,15.58,19.695,10
2011-04-14 2:00,2,0,1,1,14.76,17.425,3
2011-04-14 3:00,2,0,1,1,13.94,16.665,2
2011-04-14 4:00,2,0,1,1,13.94,18.18,9
2011-04-14 5:00,2,0,1,1,13.94,17.425,14
2011-04-14 6:00,2,0,1,1,13.94,17.425,70
2011-04-14 7:00,2,0,1,1,15.58,19.695,193
2011-04-14 8:00,2,0,1,1,17.22,21.21,337
2011-04-14 9:00,2,0,1,1,18.86,22.725,170
2011-04-14 10:00,2,0,1,1,20.5,24.24,89
2011-04-14 11:00,2,0,1,1,21.32,25,115
2011-04-14 12:00,2,0,1,1,22.14,25.76,145
2011-04-14 13:00,2,0,1,1,22.96,26.515,159
2011-04-14 14:00,2,0,1,1,22.96,26.515,137
2011-04-14 15:00,2,0,1,1,24.6,31.06,142
2011-04-14 16:00,2,0,1,1,24.6,30.305,202
2011-04-14 17:00,2,0,1,1,24.6,30.305,388
2011-04-14 18:00,2,0,1,1,22.96,26.515,337
2011-04-14 19:00,2,0,1,1,22.14,25.76,259
2011-04-14 20:00,2,0,1,1,20.5,24.24,169
2011-04-14 21:00,2,0,1,1,18.86,22.725,145
2011-04-14 22:00,2,0,1,1,19.68,23.485,104
2011-04-14 23:00,2,0,1,1,18.86,22.725,47
2011-04-15 0:00,2,1,0,1,18.04,21.97,27
2011-04-15 1:00,2,1,0,1,18.04,21.97,15
2011-04-15 2:00,2,1,0,1,16.4,20.455,18
2011-04-15 3:00,2,1,0,1,16.4,20.455,3
2011-04-15 4:00,2,1,0,1,15.58,19.695,3
2011-04-15 5:00,2,1,0,1,14.76,18.18,13
2011-04-15 6:00,2,1,0,1,14.76,18.18,47
2011-04-15 7:00,2,1,0,1,16.4,20.455,149
2011-04-15 8:00,2,1,0,1,18.04,21.97,300
2011-04-15 9:00,2,1,0,1,20.5,24.24,178
2011-04-15 10:00,2,1,0,1,20.5,24.24,122
2011-04-15 11:00,2,1,0,1,21.32,25,136
2011-04-15 12:00,2,1,0,1,21.32,25,200
2011-04-15 13:00,2,1,0,1,22.14,25.76,180
2011-04-15 14:00,2,1,0,1,22.14,25.76,163
2011-04-15 15:00,2,1,0,1,22.14,25.76,162
2011-04-15 16:00,2,1,0,1,21.32,25,243
2011-04-15 17:00,2,1,0,2,20.5,24.24,331
2011-04-15 18:00,2,1,0,2,18.86,22.725,263
2011-04-15 19:00,2,1,0,1,17.22,21.21,209
2011-04-15 20:00,2,1,0,2,16.4,20.455,118
2011-04-15 21:00,2,1,0,2,16.4,20.455,102
2011-04-15 22:00,2,1,0,2,15.58,19.695,80
2011-04-15 23:00,2,1,0,2,14.76,17.425,64
2011-04-16 0:00,2,0,0,2,14.76,17.425,43
2011-04-16 1:00,2,0,0,2,14.76,16.665,33
2011-04-16 2:00,2,0,0,2,14.76,17.425,24
2011-04-16 3:00,2,0,0,2,14.76,17.425,14
2011-04-16 4:00,2,0,0,2,14.76,17.425,5
2011-04-16 5:00,2,0,0,2,15.58,19.695,4
2011-04-16 6:00,2,0,0,3,16.4,20.455,10
2011-04-16 7:00,2,0,0,2,16.4,20.455,21
2011-04-16 8:00,2,0,0,3,16.4,20.455,45
2011-04-16 9:00,2,0,0,3,16.4,20.455,29
2011-04-16 10:00,2,0,0,3,17.22,21.21,22
2011-04-16 11:00,2,0,0,3,17.22,21.21,31
2011-04-16 12:00,2,0,0,2,18.86,22.725,32
2011-04-16 13:00,2,0,0,3,18.86,22.725,58
2011-04-16 14:00,2,0,0,3,21.32,25,63
2011-04-16 15:00,2,0,0,3,21.32,25,78
2011-04-16 16:00,2,0,0,3,20.5,24.24,33
2011-04-16 17:00,2,0,0,3,20.5,24.24,15
2011-04-16 18:00,2,0,0,2,20.5,24.24,38
2011-04-16 19:00,2,0,0,2,21.32,25,71
2011-04-16 20:00,2,0,0,3,18.04,21.97,53
2011-04-16 21:00,2,0,0,2,18.04,21.97,14
2011-04-16 22:00,2,0,0,3,17.22,21.21,24
2011-04-16 23:00,2,0,0,2,18.04,21.97,35
2011-05-01 0:00,2,0,0,1,17.22,21.21,96
2011-05-01 1:00,2,0,0,1,17.22,21.21,59
2011-05-01 2:00,2,0,0,1,17.22,21.21,50
2011-05-01 3:00,2,0,0,1,16.4,20.455,23
2011-05-01 4:00,2,0,0,1,16.4,20.455,17
2011-05-01 5:00,2,0,0,1,16.4,20.455,10
2011-05-01 6:00,2,0,0,2,16.4,20.455,13
2011-05-01 7:00,2,0,0,2,17.22,21.21,33
2011-05-01 8:00,2,0,0,2,18.04,21.97,59
2011-05-01 9:00,2,0,0,2,18.86,22.725,141
2011-05-01 10:00,2,0,0,2,19.68,23.485,264
2011-05-01 11:00,2,0,0,1,18.86,22.725,250
2011-05-01 12:00,2,0,0,2,19.68,23.485,281
2011-05-01 13:00,2,0,0,2,20.5,24.24,332
2011-05-01 14:00,2,0,0,2,20.5,24.24,238
2011-05-01 15:00,2,0,0,2,20.5,24.24,266
2011-05-01 16:00,2,0,0,2,20.5,24.24,214
2011-05-01 17:00,2,0,0,2,19.68,23.485,196
2011-05-01 18:00,2,0,0,2,18.86,22.725,159
2011-05-01 19:00,2,0,0,2,18.86,22.725,178
2011-05-01 20:00,2,0,0,2,18.86,22.725,121
2011-05-01 21:00,2,0,0,2,18.86,22.725,105
2011-05-01 22:00,2,0,0,2,18.86,22.725,100
2011-05-01 23:00,2,0,0,1,18.86,22.725,146
2011-05-02 0:00,2,0,1,1,18.86,22.725,177
2011-05-02 1:00,2,0,1,1,18.86,22.725,114
2011-05-02 2:00,2,0,1,2,18.04,21.97,35
2011-05-02 3:00,2,0,1,1,18.04,21.97,16
2011-05-02 4:00,2,0,1,1,18.04,21.97,17
2011-05-02 5:00,2,0,1,2,18.04,21.97,20
2011-05-02 6:00,2,0,1,1,18.04,21.97,62
2011-05-02 7:00,2,0,1,2,18.86,22.725,209
2011-05-02 8:00,2,0,1,2,19.68,23.485,371
2011-05-02 9:00,2,0,1,2,20.5,24.24,172
2011-05-02 10:00,2,0,1,2,22.14,25.76,108
2011-05-02 11:00,2,0,1,1,23.78,27.275,130
2011-05-02 12:00,2,0,1,1,25.42,30.305,187
2011-05-02 13:00,2,0,1,2,25.42,30.305,170
2011-05-02 14:00,2,0,1,1,26.24,30.305,181
2011-05-02 15:00,2,0,1,1,27.06,31.06,155
2011-05-02 16:00,2,0,1,1,27.06,31.06,269
2011-05-02 17:00,2,0,1,1,27.06,31.06,537
2011-05-02 18:00,2,0,1,2,26.24,30.305,518
2011-05-02 19:00,2,0,1,2,25.42,30.305,314
2011-05-02 20:00,2,0,1,2,25.42,30.305,218
2011-05-02 21:00,2,0,1,2,24.6,29.545,232
2011-05-02 22:00,2,0,1,2,24.6,29.545,125
2011-05-02 23:00,2,0,1,2,22.96,26.515,64
2011-05-03 0:00,2,0,1,2,22.96,26.515,16
2011-05-03 1:00,2,0,1,2,22.96,26.515,14
2011-05-03 2:00,2,0,1,2,22.96,26.515,5
2011-05-03 3:00,2,0,1,1,22.14,25.76,2
2011-05-03 4:00,2,0,1,1,21.32,25,4
2011-05-03 5:00,2,0,1,1,21.32,25,14
2011-05-03 6:00,2,0,1,2,21.32,25,109
2011-05-03 7:00,2,0,1,2,22.14,25.76,265
2011-05-03 8:00,2,0,1,2,22.96,26.515,459
2011-05-03 9:00,2,0,1,2,24.6,28.79,186
2011-05-03 10:00,2,0,1,2,26.24,30.305,127
2011-05-03 11:00,2,0,1,2,27.06,31.06,140
2011-05-03 12:00,2,0,1,2,27.88,31.82,217
2011-05-03 13:00,2,0,1,2,28.7,32.575,194
2011-05-03 14:00,2,0,1,2,28.7,32.575,158
2011-05-03 15:00,2,0,1,2,28.7,32.575,154
2011-05-03 16:00,2,0,1,1,29.52,33.335,271
2011-05-03 17:00,2,0,1,1,28.7,32.575,517
2011-05-03 18:00,2,0,1,1,28.7,32.575,544
2011-05-03 19:00,2,0,1,1,27.88,31.82,365
2011-05-03 20:00,2,0,1,1,27.06,31.06,290
2011-05-03 21:00,2,0,1,2,26.24,31.06,225
2011-05-03 22:00,2,0,1,2,23.78,27.275,113
2011-05-03 23:00,2,0,1,2,22.96,26.515,62
2011-05-04 0:00,2,0,1,3,21.32,25,27
2011-05-04 1:00,2,0,1,3,20.5,24.24,7
2011-05-04 2:00,2,0,1,3,20.5,24.24,4
2011-05-04 3:00,2,0,1,3,17.22,21.21,1
2011-05-04 4:00,2,0,1,3,15.58,19.695,3
2011-05-04 5:00,2,0,1,3,14.76,16.665,9
2011-05-04 6:00,2,0,1,3,13.94,15.15,21
2011-05-04 7:00,2,0,1,3,13.94,15.15,52
2011-05-04 8:00,2,0,1,3,13.94,15.15,79
2011-05-04 9:00,2,0,1,3,13.94,15.15,40
2011-05-04 10:00,2,0,1,2,13.94,15.91,31
2011-05-04 11:00,2,0,1,1,16.4,20.455,72
2011-05-04 12:00,2,0,1,2,18.04,21.97,124
2011-05-04 13:00,2,0,1,2,18.86,22.725,143
2011-05-04 14:00,2,0,1,1,20.5,24.24,107
2011-05-04 15:00,2,0,1,1,19.68,23.485,129
2011-05-04 16:00,2,0,1,1,20.5,24.24,195
2011-05-04 17:00,2,0,1,1,16.4,20.455,410
2011-05-04 18:00,2,0,1,1,17.22,21.21,396
2011-05-04 19:00,2,0,1,1,17.22,21.21,296
2011-05-04 20:00,2,0,1,1,16.4,20.455,191
2011-05-04 21:00,2,0,1,1,16.4,20.455,150
2011-05-04 22:00,2,0,1,1,15.58,19.695,89
2011-05-04 23:00,2,0,1,1,14.76,17.425,57
2011-05-05 0:00,2,0,1,1,14.76,17.425,27
2011-05-05 1:00,2,0,1,1,13.94,16.665,10
2011-05-05 2:00,2,0,1,1,13.94,15.91,5
2011-05-05 3:00,2,0,1,1,13.94,15.91,4
2011-05-05 4:00,2,0,1,1,13.94,15.91,7
2011-05-05 5:00,2,0,1,1,13.94,15.91,30
2011-05-05 6:00,2,0,1,1,13.94,15.91,89
2011-05-05 7:00,2,0,1,1,15.58,19.695,271
2011-05-05 8:00,2,0,1,1,17.22,21.21,440
2011-05-05 9:00,2,0,1,1,18.86,22.725,184
2011-05-05 10:00,2,0,1,1,20.5,24.24,128
2011-05-05 11:00,2,0,1,1,21.32,25,148
2011-05-05 12:00,2,0,1,1,21.32,25,196
2011-05-05 13:00,2,0,1,1,22.14,25.76,192
2011-05-05 14:00,2,0,1,1,22.14,25.76,154
2011-05-05 15:00,2,0,1,1,22.96,26.515,147
2011-05-05 16:00,2,0,1,1,23.78,27.275,269
2011-05-05 17:00,2,0,1,1,22.96,26.515,533
2011-05-05 18:00,2,0,1,1,22.96,26.515,520
2011-05-05 19:00,2,0,1,1,22.14,25.76,361
2011-05-05 20:00,2,0,1,1,20.5,24.24,258
2011-05-05 21:00,2,0,1,1,20.5,24.24,180
2011-05-05 22:00,2,0,1,1,19.68,23.485,165
2011-05-05 23:00,2,0,1,1,18.86,22.725,115
2011-05-06 0:00,2,0,1,1,18.04,21.97,56
2011-05-06 1:00,2,0,1,1,16.4,20.455,32
2011-05-06 2:00,2,0,1,1,15.58,19.695,16
2011-05-06 3:00,2,0,1,1,14.76,18.18,9
2011-05-06 4:00,2,0,1,1,14.76,18.18,1
2011-05-06 5:00,2,0,1,1,13.94,17.425,16
2011-05-06 6:00,2,0,1,1,14.76,18.18,82
2011-05-06 7:00,2,0,1,1,16.4,20.455,222
2011-05-06 8:00,2,0,1,1,17.22,21.21,450
2011-05-06 9:00,2,0,1,1,18.86,22.725,188
2011-05-06 10:00,2,0,1,2,22.14,25.76,127
2011-05-06 11:00,2,0,1,2,22.14,25.76,165
2011-05-06 12:00,2,0,1,1,22.96,26.515,246
2011-05-06 13:00,2,0,1,1,23.78,27.275,253
2011-05-06 14:00,2,0,1,1,24.6,31.06,213
2011-05-06 15:00,2,0,1,1,24.6,31.06,260
2011-05-06 16:00,2,0,1,1,24.6,31.06,344
2011-05-06 17:00,2,0,1,1,23.78,27.275,553
